Blog Title,Blog Date,Blog Image URL,Blog Likes Count
Tapping the potential of emerging markets,"APRIL 19, 2016",https://rategain.com/blog/tapping-the-potential-of-emerging-markets/,4
"Unity for Revenue Management: An Interview With the Revenue Analyst at The Manila Hotel, Philippines","APRIL 14, 2016",https://rategain.com/blog/unity-for-revenue-management-an-interview-with-the-revenue-analyst-at-the-manila-hotel-philippines/,5
How to Choose the Right Rate Optimisation Tool for Your Hotel?,"APRIL 6, 2016",https://rategain.com/blog/how-to-choose-the-right-rate-optimisation-tool-for-your-hotel/,5
New partnerships underscore benefits of DHISCO’s ‘direct-to-many’ solutions,"APRIL 4, 2016",https://rategain.com/blog/new-partnerships-underscore-benefits-of-dhiscos-direct-to-many-solutions/,3
Airbnb: An Alternate Lodging Threat to Hotels?,"MARCH 21, 2016",https://rategain.com/blog/airbnb-an-alternate-lodging-threat-to-hotels/,4
21 Points to Consider while Buying a Rate Shopping Tool for Your Hotel,"MARCH 9, 2016",https://rategain.com/blog/21-points-to-consider-while-buying-a-rate-shopping-tool-for-your-hotel/,4
Did You Know? It’s critical to Push Rates along with Occupancy,"FEBRUARY 19, 2016",https://rategain.com/blog/critical-to-push-rates-along-with-occupancy/,4
Hotel Demand Forecasting: Top 3 Ways Hoteliers Can Leverage this Strategic Management Tool,"FEBRUARY 12, 2016",https://rategain.com/blog/hotel-demand-forecasting-top-3-ways-hoteliers-can-leverage-this-strategic-management-tool/,4
7 Quick Tips For Your Hotel Pre-Opening In 2017,"FEBRUARY 12, 2016",https://rategain.com/blog/7-quick-tips-for-your-hotel-pre-opening-in-2017/,4
Zika virus outbreak: Is tourism industry in Central and South America on risk?,"FEBRUARY 8, 2016",https://rategain.com/blog/zika-virus-outbreak-impact-on-tourism-in-central-and-south-america/,4
How to make 35% more revenue? Tap the power of Scientific Pricing,"JANUARY 27, 2016",https://rategain.com/blog/tap-the-power-of-scientific-pricing/,3
Want to Maximize Your Hotel Revenue? Get Your Room Forecast Accurate ASAP,"JANUARY 8, 2016",https://rategain.com/blog/want-to-maximize-your-hotel-revenue-get-your-room-forecast-accurate-asap/,3
9 Undeniable Advantages of Hotel Room Forecasting,"JANUARY 3, 2016",https://rategain.com/blog/9-undeniable-advantages-of-hotel-room-forecasting/,4
Golden Rules to Make the Most of Your Hotel’s Facebook Page,"DECEMBER 15, 2015",https://rategain.com/blog/make-the-most-of-your-hotels-facebook-page/,3
DHISCO’s big data challenge,"DECEMBER 10, 2015",https://rategain.com/blog/dhiscos-big-data-challenge/,2
A Revenue Management mistake that you need to avoid today,"OCTOBER 23, 2015",https://rategain.com/blog/a-revenue-management-mistake-that-you-need-to-avoid-today/,2
The UK RevPAR Growth Story: Promises and Challenges,"OCTOBER 19, 2015",https://rategain.com/blog/the-uk-revpar-growth-story-promises-and-challenges/,2
August 2015: Parity Performance. Where Does Your City Stand? – Latin America,"SEPTEMBER 28, 2015",https://rategain.com/blog/august-2015-parity-performance-where-does-your-city-stand-latin-america/,2
Introducing BrandGain Restaurant Module,"SEPTEMBER 18, 2015",https://rategain.com/blog/introducing-brandgain-restaurant-module/,2
"Q&A with new DHISCO CEO Toni Portmann, on taking Pegasus beyond the hotel switch","SEPTEMBER 16, 2015",https://rategain.com/blog/q-and-a-with-new-dhisco-ceo-toni-portmann-on-taking-pegasus-beyond-the-hotel-switch/,2
Revenue optimisation love story: Grandhotel Zvon achieves 34% growth in revenue with scientific pricing,"SEPTEMBER 16, 2015",https://rategain.com/blog/revenue-optimisation-love-storygrandhotel-zvon-achieves-34-growth-in-revenue-with-scientific-pricing/,2
Scientific pricing is no longer the Lamborghini you can never have.,"SEPTEMBER 14, 2015",https://rategain.com/blog/scientific-pricing-is-no-longer-the-lamborghini-you-can-never-have/,3
"As other hotel distribution fees rise, DHISCO represents less than 1% of booking costs","AUGUST 5, 2015",https://rategain.com/blog/as-other-hotel-distribution-fees-rise-dhisco-represents-less-than-1-of-booking-costs/,2
UNT Big Data Challenge,"JULY 21, 2015",https://rategain.com/blog/unt-big-data-challenge/,3
How to improve your hotel's online reputation using a 100 year old mathematics principle,"JULY 16, 2015",https://rategain.com/blog/how-to-improve-your-hotels-online-reputation-using-a-100-year-old-mathematical-principle/,4
Total Pricing,"JULY 13, 2015",https://rategain.com/blog/dhisco-shop-total-pricing/,2
Update from HEDNA Barcelona: Forecast is sunny,"JUNE 12, 2015",https://rategain.com/blog/update-from-hedna-barcelona-forecast-is-sunny/,2
RevPar Growth in Europe: The top three cities,"JUNE 4, 2015",https://rategain.com/blog/revpar-growth-in-europe-the-top-three-cities/,2
The news for the hotel industry just keeps getting better,"MAY 19, 2015",https://rategain.com/blog/the-news-for-the-hotel-industry-just-keeps-getting-better/,2
Three important elements your Revenue Management system is missing,"APRIL 29, 2015",https://rategain.com/blog/three-important-elements-your-revenue-management-system-is-missing/,3
5 ways to Maximize Hotel Revenues in the Era of Mobile Bookings,"APRIL 21, 2015",https://rategain.com/blog/5-ways-to-maximize-hotel-revenues-in-the-era-of-mobile-bookings/,4
Will airbnb disrupt the hotel business or just play on the sidelines?,"APRIL 14, 2015",https://rategain.com/blog/will-airbnb-disrupt-the-hotel-business-or-just-play-on-the-sidelines/,4
3 Questions RateGain will Answer for you at WTM Latin America,"MARCH 23, 2015",https://rategain.com/blog/3-questions-rategain-will-answer-for-you-at-wtm-latin-america/,4
5 Key Highlights of Super Successful RateGain’s Hotel Revenue Summit 2015 Jakarta,"MARCH 19, 2015",https://rategain.com/blog/5-key-highlights-of-super-successful-rategains-hotel-revenue-summit-2015-jakarta/,3
Reviews and Ratings: A simple way to use them to support your transient pricing strategy,"MARCH 10, 2015",https://rategain.com/blog/reviews-and-ratings-a-simple-way-to-use-them-to-support-your-transient-pricing-strategy/,3
ITB Berlin: 5 Steps to Making Your Visit a Success,"FEBRUARY 25, 2015",https://rategain.com/blog/itb-berlin-5-steps-to-making-your-visit-a-success/,3
Accor Hotels Partners with RateGain for its Rate Shopping Solution Integration,"FEBRUARY 23, 2015",https://rategain.com/blog/accor-hotels-partners-rategain-rate-shopping-solution-integration/,2
RateGain Bags Top Honour at The 2nd Inc. India Innovative100 Conference and Awards Gala,"FEBRUARY 19, 2015",https://rategain.com/blog/rategain-bags-top-honour-2nd-inc-india-innovative100-conference-awards-gala/,2
3 Reasons to visit RateGain at ITB Berlin,"FEBRUARY 12, 2015",https://rategain.com/blog/3-reasons-visit-rategain-itb-berlin/,1
Top 3 Tips to Price Your Hotel Rooms Right in 2015,"FEBRUARY 12, 2015",https://rategain.com/blog/top-3-tips-price-hotel-rooms-right-2015/,2
Europe's Outlook for 2015: What it means for your Hotel,"FEBRUARY 9, 2015",https://rategain.com/blog/europes-outlook-2015-means-hotel/,5
"RateGain Announces Merril Yu and Sunish Sadasivan as Hotel Revenue Summit, Manila Keynote Speakers","FEBRUARY 6, 2015",https://rategain.com/blog/rategain-announces-merril-yu-sunish-sadasivan-hotel-revenue-summit-manila-keynote-speakers/,5
"Join RateGain at Hotel Revenue Summit, Manila on February 12th, 2015","FEBRUARY 4, 2015",https://rategain.com/blog/join-rategain-hotel-revenue-summit-manila-february-12th-2015/,5
